Prospect Type,Name / Channel,Category,Best Contact,Contact Type,Contact URL,Relevant Content / Fit Link,Affiliate Fit Score (1-10),Audience Size,Why Talysman Fits,Suggested Outreach Angle,Source URL,Verification Date,Outreach Status,Notes
Affiliate,Sean's Magical Odyssey,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Sean%27s+Magical+Odyssey,https://www.youtube.com/results?search_query=Sean%27s+Magical+Odyssey+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Breakthrough Mindsets,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Breakthrough+Mindsets,https://www.youtube.com/results?search_query=Breakthrough+Mindsets+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Golden Hour,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Golden+Hour,https://www.youtube.com/results?search_query=Golden+Hour+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Living to Improve!,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Living+to+Improve%21,https://www.youtube.com/results?search_query=Living+to+Improve%21+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,52 Weeks,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=52+Weeks,https://www.youtube.com/results?search_query=52+Weeks+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Motivation and Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Motivation+and+Self+Improvement,https://www.youtube.com/results?search_query=Motivation+and+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Self-Improvement Warrior,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Self-Improvement+Warrior,https://www.youtube.com/results?search_query=Self-Improvement+Warrior+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,FJG Personal Development The Manual To Life Project,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=FJG+Personal+Development+The+Manual+To+Life+Project,https://www.youtube.com/results?search_query=FJG+Personal+Development+The+Manual+To+Life+Project+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Improvement Initiative,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Improvement+Initiative,https://www.youtube.com/results?search_query=The+Improvement+Initiative+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,1thousandonewords,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=1thousandonewords,https://www.youtube.com/results?search_query=1thousandonewords+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Cheuky - Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Cheuky+-+Self+Improvement,https://www.youtube.com/results?search_query=Cheuky+-+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Ashlynne Eaton,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Ashlynne+Eaton,https://www.youtube.com/results?search_query=Ashlynne+Eaton+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Use Less,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Use+Less,https://www.youtube.com/results?search_query=Use+Less+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Minimalist Baker,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Minimalist+Baker,https://www.youtube.com/results?search_query=Minimalist+Baker+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,FREE TO FRUGAL,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=FREE+TO+FRUGAL,https://www.youtube.com/results?search_query=FREE+TO+FRUGAL+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Kyra Ann,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Kyra+Ann,https://www.youtube.com/results?search_query=Kyra+Ann+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Abundantly Minimal,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Abundantly+Minimal,https://www.youtube.com/results?search_query=Abundantly+Minimal+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Brittany Taylor,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Brittany+Taylor,https://www.youtube.com/results?search_query=Brittany+Taylor+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Anthony Ongaro,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Anthony+Ongaro,https://www.youtube.com/results?search_query=Anthony+Ongaro+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Amanda Round the Globe,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Amanda+Round+the+Globe,https://www.youtube.com/results?search_query=Amanda+Round+the+Globe+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Pick Up Limes,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Pick+Up+Limes,https://www.youtube.com/results?search_query=Pick+Up+Limes+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Matt D'Avella,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Matt+D%27Avella,https://www.youtube.com/results?search_query=Matt+D%27Avella+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Exploring Alternatives,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Exploring+Alternatives,https://www.youtube.com/results?search_query=Exploring+Alternatives+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Lavendaire,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Lavendaire,https://www.youtube.com/results?search_query=Lavendaire+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Raw Alignment,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Raw+Alignment,https://www.youtube.com/results?search_query=Raw+Alignment+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Minimalists,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Minimalists,https://www.youtube.com/results?search_query=The+Minimalists+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Madeleine Olivia,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Madeleine+Olivia,https://www.youtube.com/results?search_query=Madeleine+Olivia+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Jenny Mustard,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jenny+Mustard,https://www.youtube.com/results?search_query=Jenny+Mustard+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Muchelleb,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Muchelleb,https://www.youtube.com/results?search_query=Muchelleb+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Going Zero Waste,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Going+Zero+Waste,https://www.youtube.com/results?search_query=Going+Zero+Waste+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Lumiere d'Helen,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Lumiere+d%27Helen,https://www.youtube.com/results?search_query=Lumiere+d%27Helen+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Minimal Millennials,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Minimal+Millennials,https://www.youtube.com/results?search_query=Minimal+Millennials+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Living the life you love,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Living+the+life+you+love,https://www.youtube.com/results?search_query=Living+the+life+you+love+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,My Green Closet,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=My+Green+Closet,https://www.youtube.com/results?search_query=My+Green+Closet+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,A Small Wardrobe,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=A+Small+Wardrobe,https://www.youtube.com/results?search_query=A+Small+Wardrobe+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Simplicity Diaries,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Simplicity+Diaries,https://www.youtube.com/results?search_query=The+Simplicity+Diaries+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,HouseOfAesthetics,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=HouseOfAesthetics,https://www.youtube.com/results?search_query=HouseOfAesthetics+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Minimalist Vegan Lifestyle,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Minimalist+Vegan+Lifestyle,https://www.youtube.com/results?search_query=Minimalist+Vegan+Lifestyle+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Rachel Aust,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Rachel+Aust,https://www.youtube.com/results?search_query=Rachel+Aust+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Ronald L. Banks,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Ronald+L.+Banks,https://www.youtube.com/results?search_query=Ronald+L.+Banks+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,MJ Gordon,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=MJ+Gordon,https://www.youtube.com/results?search_query=MJ+Gordon+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,More Melody,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=More+Melody,https://www.youtube.com/results?search_query=More+Melody+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Messy Minimalist,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Messy+Minimalist,https://www.youtube.com/results?search_query=Messy+Minimalist+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Vegan Nomad Chick,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Vegan+Nomad+Chick,https://www.youtube.com/results?search_query=Vegan+Nomad+Chick+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Girl Gone Green,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Girl+Gone+Green,https://www.youtube.com/results?search_query=The+Girl+Gone+Green+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Conor McMillen Artist,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Conor+McMillen+Artist,https://www.youtube.com/results?search_query=Conor+McMillen+Artist+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Minimalist Keto,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Minimalist+Keto,https://www.youtube.com/results?search_query=Minimalist+Keto+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,TaraWhiteTalks,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=TaraWhiteTalks,https://www.youtube.com/results?search_query=TaraWhiteTalks+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Minimalist Maker,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Minimalist+Maker,https://www.youtube.com/results?search_query=The+Minimalist+Maker+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Minimalist Ninja,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Minimalist+Ninja,https://www.youtube.com/results?search_query=The+Minimalist+Ninja+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Lia's Loft,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Lia%27s+Loft,https://www.youtube.com/results?search_query=Lia%27s+Loft+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Vested Interests,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Vested+Interests,https://www.youtube.com/results?search_query=Vested+Interests+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Darci Isabella,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Darci+Isabella,https://www.youtube.com/results?search_query=Darci+Isabella+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
