Prospect Type,Name / Channel,Category,Best Contact,Contact Type,Contact URL,Relevant Content / Fit Link,Affiliate Fit Score (1-10),Audience Size,Why Talysman Fits,Suggested Outreach Angle,Source URL,Verification Date,Outreach Status,Notes,Gatekeeper / Organization,Decision Maker / Role,Institution / Community,Geography,Approx. Reachable Group Size,Official / Community Page,Why Members Fit Talysman,Recommended Pilot Pitch,Suggested First CTA,Accessibility Score (1-10),Audience Fit Score (1-10),Pilot Value Score (1-10)
Affiliate,Abao in Tokyo,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Abao+in+Tokyo,https://www.youtube.com/results?search_query=Abao+in+Tokyo+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,James Scholz,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=James+Scholz,https://www.youtube.com/results?search_query=James+Scholz+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Pike Channel,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Pike+Channel,https://www.youtube.com/results?search_query=Pike+Channel+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,StudyMD,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=StudyMD,https://www.youtube.com/results?search_query=StudyMD+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,The Sherry Formula,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Sherry+Formula,https://www.youtube.com/results?search_query=The+Sherry+Formula+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Cram With Nessa,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Cram+With+Nessa,https://www.youtube.com/results?search_query=Cram+With+Nessa+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Flexi,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Flexi,https://www.youtube.com/results?search_query=Flexi+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Lofi Girl,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Lofi+Girl,https://www.youtube.com/results?search_query=Lofi+Girl+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Chillhop Music,Study With Me,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Chillhop+Music,https://www.youtube.com/results?search_query=Chillhop+Music+focus+productivity+study,10,,Audience already spends long laptop sessions trying to stay focused.,Offer lifetime Pro; pitch Talysman as a physical-friction experiment their audience can use during study-with-me sessions.,https://wiingy.com/research/study-with-me-youtube-channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Study with Yoo,Study / Productivity,springofyoo@gmail.com,Email,https://www.youtube.com/watch?v=UiTvBUCdhGE,https://www.youtube.com/watch?v=UiTvBUCdhGE,10,36.7K,"Creator has explicitly made content about studying, productivity, distraction or digital minimalism.","Reference the specific video, offer lifetime Pro with no posting obligation, then mention affiliate upside if they genuinely like it.",https://www.youtube.com/watch?v=UiTvBUCdhGE,2026-08-31,Not Contacted,Direct public contact surfaced in video description/search result.,,,,,,,,,,,,
Affiliate,harshibar,Study / Productivity,Instagram DM @harshibar,Instagram,https://www.youtube.com/watch?v=FcG4hT1gMEM,https://www.youtube.com/watch?v=FcG4hT1gMEM,9,86.9K,"Creator has explicitly made content about studying, productivity, distraction or digital minimalism.","Reference the specific video, offer lifetime Pro with no posting obligation, then mention affiliate upside if they genuinely like it.",https://www.youtube.com/watch?v=FcG4hT1gMEM,2026-08-31,Not Contacted,Direct public contact surfaced in video description/search result.,,,,,,,,,,,,
Affiliate,Better Creating,Study / Productivity,Instagram DM @bettercreating,Instagram,https://www.youtube.com/watch?v=U7SG8UrTt4w,https://www.youtube.com/watch?v=U7SG8UrTt4w,9,258K,"Creator has explicitly made content about studying, productivity, distraction or digital minimalism.","Reference the specific video, offer lifetime Pro with no posting obligation, then mention affiliate upside if they genuinely like it.",https://www.youtube.com/watch?v=U7SG8UrTt4w,2026-08-31,Not Contacted,Direct public contact surfaced in video description/search result.,,,,,,,,,,,,
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://s3.hackprix.tech,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackPrix Season 3,,Major League Hacking member event,"Hyderabad, Telangana, IN",,https://s3.hackprix.tech,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://jamhacks.ca,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,JAMHacks 10,,Major League Hacking member event,"Waterloo, Ontario, CA",,https://jamhacks.ca,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://events.mlh.io,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Global Hack Week: Hacking for Good,,Major League Hacking member event,Worldwide,,https://events.mlh.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.hack4her.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Hack4Her,,Major League Hacking member event,"Monterrey, Nuevo Leon, MX",,https://www.hack4her.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://mpchacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,MPC Hacks,,Major League Hacking member event,"Montreal, Quebec, CA",,https://mpchacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.quackhacks.org,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Quackhacks 3,,Major League Hacking member event,"Eugene, Oregon, US",,https://www.quackhacks.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackhcc.org,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackHCC,,Major League Hacking member event,"Houston, TX, US",,https://hackhcc.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.designverseucr.org,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,DesignVerse,,Major League Hacking member event,"Riverside, California, US",,https://www.designverseucr.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://events.mlh.io,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Midnight Hackathon,,Major League Hacking member event,Worldwide,,https://events.mlh.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.kenthackit.co.uk,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,KentHackIt,,Major League Hacking member event,"Canterbury, Kent, GB",,https://www.kenthackit.co.uk,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://masseyhacks.ca,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,MasseyHacks,,Major League Hacking member event,"Windsor, Ontario, CA",,https://masseyhacks.ca,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.interhackbcn.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,INTERHACK BCN,,Major League Hacking member event,"Barcelona, ES",,https://www.interhackbcn.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackdavis.io,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackDavis,,Major League Hacking member event,"Davis, California, US",,https://hackdavis.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://nmithacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,NMIT Hacks,,Major League Hacking member event,"Bengaluru, Karnataka, IN",,https://nmithacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://events.mlh.io,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Global Hack Week: GenAI,,Major League Hacking member event,Worldwide,,https://events.mlh.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://conhacks.io,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,ConHacks,,Major League Hacking member event,"Waterloo, Ontario, CA",,https://conhacks.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.hackabull.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Hackabull,,Major League Hacking member event,"Tampa, Florida, US",,https://www.hackabull.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.keanuhackthis.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,KeanUHackThis,,Major League Hacking member event,"Union, New Jersey, US",,https://www.keanuhackthis.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.broncohacks.org,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,BroncoHacks,,Major League Hacking member event,"Pomona, California, US",,https://www.broncohacks.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hack.arizona.edu,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Hack Arizona,,Major League Hacking member event,"Tucson, Arizona, US",,https://hack.arizona.edu,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.bearhacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,BearHacks,,Major League Hacking member event,"Mississauga, Ontario, CA",,https://www.bearhacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hack.caltech.edu,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Hacktech,,Major League Hacking member event,"Pasadena, California, US",,https://hack.caltech.edu,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackupc.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackUPC,,Major League Hacking member event,"Barcelona, Catalonia, ES",,https://hackupc.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://lahacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,LA Hacks,,Major League Hacking member event,"Los Angeles, California, US",,https://lahacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackrice.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackRice,,Major League Hacking member event,"Houston, Texas, US",,https://hackrice.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackmty.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackMTY,,Major League Hacking member event,"Monterrey, Nuevo Leon, MX",,https://hackmty.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackwestx.gdgttu.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackWesTX,,Major League Hacking member event,"Lubbock, Texas, US",,https://hackwestx.gdgttu.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackhers.club,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackHers @GSU,,Major League Hacking member event,"Atlanta, Georgia, US",,https://hackhers.club,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackthenorth.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,Hack the North,,Major League Hacking member event,"Waterloo, Ontario, CA",,https://hackthenorth.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://vthacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,VTHacks,,Major League Hacking member event,"Blacksburg, Virginia, US",,https://vthacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.hophacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HopHacks,,Major League Hacking member event,"Baltimore, Maryland, US",,https://www.hophacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://steelhacks.org,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,SteelHacks,,Major League Hacking member event,"Pittsburgh, Pennsylvania, US",,https://steelhacks.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://andhacks.cs.wm.edu,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,&HACKS,,Major League Hacking member event,"Williamsburg, Virginia, US",,https://andhacks.cs.wm.edu,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://innovocon.online,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackNex,,Major League Hacking member event,"Kalyani, West Bengal, IN",,https://innovocon.online,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hack.gt,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,HackGT,,Major League Hacking member event,"Atlanta, Georgia, US",,https://hack.gt,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://shellhacks.net,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,ShellHacks,,Major League Hacking member event,"Miami, Florida, US",,https://shellhacks.net,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.columbiadivhacks.org,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,DivHacks,,Major League Hacking member event,"New York, NY, US",,https://www.columbiadivhacks.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://www.owlhacks.com,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,OwlHacks,,Major League Hacking member event,"Philadelphia, Pennsylvania, US",,https://www.owlhacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
Initial User Gatekeeper,,Hackathon Organizer,Organizer contact / partnership route on event website,Website / contact form,https://hackumbc.tech,,,,,,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.,hackUMBC,,Major League Hacking member event,"Baltimore, Maryland, US",,https://hackumbc.tech,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9
