Prospect Type,Gatekeeper / Organization,Decision Maker / Role,Category,Institution / Community,Geography,Approx. Reachable Group Size,Best Contact,Contact Type,Contact URL,Official / Community Page,Why Members Fit Talysman,Recommended Pilot Pitch,Suggested First CTA,Accessibility Score (1-10),Audience Fit Score (1-10),Pilot Value Score (1-10),Source URL,Verification Date,Outreach Status,Notes
Initial User Gatekeeper,Women in Cybersecurity,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Women in Electrical Engineering,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Esports & Gaming Club,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,VR/AR Club,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Video Game Design Club,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,TEDxSantaClaraUniversity,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,West Lafayette Undergraduate Student Board,,University CS / Builder Organization,Purdue University,"Indiana, US",,usb@cs.purdue.edu,Email,mailto:usb@cs.purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Graduate Student Association,,University CS / Builder Organization,Purdue University,"Indiana, US",,csgsb@purdue.edu,Email,mailto:csgsb@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Anvil,,University CS / Builder Organization,Purdue University,"Indiana, US",,contact@anvilstartups.com,Email,mailto:contact@anvilstartups.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Association for Computing Machinery,,University CS / Builder Organization,Purdue University,"Indiana, US",,acm@purdue.edu,Email,mailto:acm@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Association of Multicultural Computer Scientists,,University CS / Builder Organization,Purdue University,"Indiana, US",,amcs@cs.purdue.edu,Email,mailto:amcs@cs.purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Autonomous Robotics Club,,University CS / Builder Organization,Purdue University,"Indiana, US",,Official org page / Purdue club directory,Official page,https://cs.purdue.edu/student-experience/clubs-organizations.html,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,7,10,8,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Boiler Blockchain,,University CS / Builder Organization,Purdue University,"Indiana, US",,BoilerBlockchain@gmail.com,Email,mailto:BoilerBlockchain@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,BoilerMake,,University CS / Builder Organization,Purdue University,"Indiana, US",,team@boilermake.org,Email,mailto:team@boilermake.org,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Capture The Flag team (b01lers),,University CS / Builder Organization,Purdue University,"Indiana, US",,ctf@purdue.edu,Email,mailto:ctf@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Competitive Programmers Union,,University CS / Builder Organization,Purdue University,"Indiana, US",,cpuorg@purdue.edu,Email,mailto:cpuorg@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Computer Science Women's Network,,University CS / Builder Organization,Purdue University,"Indiana, US",,cswn@cs.purdue.edu,Email,mailto:cswn@cs.purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Girls Who Code - Purdue College Loop,,University CS / Builder Organization,Purdue University,"Indiana, US",,girlswhocode.purdue@gmail.com,Email,mailto:girlswhocode.purdue@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Hack the Future at Purdue,,University CS / Builder Organization,Purdue University,"Indiana, US",,htfpurdue@gmail.com,Email,mailto:htfpurdue@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Hello World,,University CS / Builder Organization,Purdue University,"Indiana, US",,helloworldpurdue@gmail.com,Email,mailto:helloworldpurdue@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Humanoid Robot Club Purdue,,University CS / Builder Organization,Purdue University,"Indiana, US",,humanoid@purdue.edu,Email,mailto:humanoid@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,InnovateHer,,University CS / Builder Organization,Purdue University,"Indiana, US",,InnovateHerHacks@gmail.com,Email,mailto:InnovateHerHacks@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Launchpad,,University CS / Builder Organization,Purdue University,"Indiana, US",,launchpadpurdue@gmail.com,Email,mailto:launchpadpurdue@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Machine Learning @ Purdue,,University CS / Builder Organization,Purdue University,"Indiana, US",,aiml@purdue.edu,Email,mailto:aiml@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Purdue Hackers,,University CS / Builder Organization,Purdue University,"Indiana, US",,purduehackers@gmail.com,Email,mailto:purduehackers@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Purdue IEEE,,University CS / Builder Organization,Purdue University,"Indiana, US",,Official org page / Purdue club directory,Official page,https://cs.purdue.edu/student-experience/clubs-organizations.html,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,7,10,8,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Purdue Linux Users Group,,University CS / Builder Organization,Purdue University,"Indiana, US",,officers@purduelug.org,Email,mailto:officers@purduelug.org,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Purdue Solar Racing,,University CS / Builder Organization,Purdue University,"Indiana, US",,president@purduesolar.org,Email,mailto:president@purduesolar.org,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,RoboMaster Club,,University CS / Builder Organization,Purdue University,"Indiana, US",,rmc@purdue.edu,Email,mailto:rmc@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Space and Earth Analogs Research Chapter,,University CS / Builder Organization,Purdue University,"Indiana, US",,purduesearch@gmail.com,Email,mailto:purduesearch@gmail.com,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Siam@Purdue,,University CS / Builder Organization,Purdue University,"Indiana, US",,siam@purdue.edu,Email,mailto:siam@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Upsilon Pi Epsilon,,University CS / Builder Organization,Purdue University,"Indiana, US",,Official org page / Purdue club directory,Official page,https://cs.purdue.edu/student-experience/clubs-organizations.html,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,7,10,8,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Web Dev Club,,University CS / Builder Organization,Purdue University,"Indiana, US",,wdc@purdue.edu,Email,mailto:wdc@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Indianapolis Undergraduate Student Board,,University CS / Builder Organization,Purdue University,"Indiana, US",,ibrahimf@purdue.edu,Email,mailto:ibrahimf@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,PINSecurity,,University CS / Builder Organization,Purdue University,"Indiana, US",,npumphr@purdue.edu,Email,mailto:npumphr@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Computer Science Club - Purdue Indianapolis,,University CS / Builder Organization,Purdue University,"Indiana, US",,rtali@purdue.edu,Email,mailto:rtali@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Computer Science Women's Network - Indianapolis,,University CS / Builder Organization,Purdue University,"Indiana, US",,shanka61@purdue.edu,Email,mailto:shanka61@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Future Coders Initiative,,University CS / Builder Organization,Purdue University,"Indiana, US",,haynes84@purdue.edu,Email,mailto:haynes84@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Computer Science Undergraduate Student Board - Indianapolis,,University CS / Builder Organization,Purdue University,"Indiana, US",,ewhao@purdue.edu,Email,mailto:ewhao@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Professional Practice Ambassadors,,University CS / Builder Organization,Purdue University,"Indiana, US",,ksparsle@purdue.edu,Email,mailto:ksparsle@purdue.edu,https://cs.purdue.edu/student-experience/clubs-organizations.html,"Purdue CS/builders are highly aligned with long laptop work sessions, projects, and deadline-driven focus.",Developer Lock-In Sprint: free Pro for one week during project/exam season.,Would you share this with 10–30 members who want to test a physical-key distraction blocker?,9,10,10,https://cs.purdue.edu/student-experience/clubs-organizations.html,2026-08-31,Not Contacted,Organization and any listed email verified on Purdue CS club directory.
Initial User Gatekeeper,Aggie Space Initiative,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Aggie Sports Analytics,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,American Institute of Chemical Engineers (AIChE),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,American Society of Civil Engineers (ASCE),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,American Society of Mechanical Engineers at UC Davis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,ASHRAE Student Chapter at UC Davis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,BioInnovation Group (BIG),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Biomedical Engineering Society (BMES),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
